date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
2016-01-01,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,2.19875,2.23875,2.30375,2.35875,2.3537500000000002,2.3287500000000003,2.30375,2.29375,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.3454545454545457,2.4142045454545458,2.4329545454545456,2.4329545454545456,2.426704545454546,2.4079545454545457,2.3829545454545458,2.357954545454546,2.3454545454545457,2.3392045454545456,2.307954545454546,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-02,1.14625,1.12,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,0.07875,0.07875,0.0825,0.08625000000000001,1.3162500000000001,1.34125,1.3762500000000002,1.4112500000000001,1.4362500000000002,1.4612500000000002,1.46625,1.46625,0.21375,0.21375,0.21000000000000002,0.21000000000000002,0.22125,0.22125,0.21749999999999997,0.2025,0.195,0.19875,0.19875,0.21000000000000002,0.23625000000000002,1.5301136363636365,1.5926136363636365,1.6301136363636366,1.6301136363636366,1.6363636363636367,1.6301136363636366,1.5988636363636366,1.5738636363636367,1.5363636363636366,1.5301136363636365,1.5051136363636364,0.24,0.22125,0.195,0.17250000000000001
2016-01-03,1.15375,1.1275,1.1125,1.10125,1.09375,1.08625,1.0825,1.07875,0.07875,0.07875,0.07875,0.0825,1.5825,1.5975,1.6175,1.6524999999999999,1.6824999999999999,1.7275,1.7525,1.7725,0.255,0.26249999999999996,0.27375,0.27749999999999997,0.28875,0.28875,0.27749999999999997,0.255,0.23625000000000002,0.23625000000000002,0.24,0.24375000000000002,0.27,1.8232954545454545,1.8670454545454542,1.8920454545454544,1.9045454545454543,1.8920454545454544,1.8795454545454544,1.8607954545454544,1.8420454545454543,1.8170454545454544,1.8107954545454543,1.7795454545454543,0.25125000000000003,0.22499999999999998,0.1875,0.1575
2016-01-04,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,1.7674999999999998,1.8074999999999999,1.8724999999999998,1.9274999999999998,1.9224999999999999,1.8974999999999997,1.8724999999999998,1.8624999999999998,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,1.9534090909090907,2.0221590909090907,2.0409090909090906,2.0409090909090906,2.034659090909091,2.0159090909090907,1.9909090909090907,1.9659090909090908,1.9534090909090907,1.9471590909090908,1.915909090909091,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-05,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,1.7674999999999998,1.8074999999999999,1.8724999999999998,1.9274999999999998,1.9224999999999999,1.8974999999999997,1.8724999999999998,1.8624999999999998,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,1.9534090909090907,2.0221590909090907,2.0409090909090906,2.0409090909090906,2.034659090909091,2.0159090909090907,1.9909090909090907,1.9659090909090908,1.9534090909090907,1.9471590909090908,1.915909090909091,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-06,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,2.2175,2.2575,2.3225,2.3775,2.3725,2.3475,2.3225,2.3125,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.3625000000000003,2.43125,2.45,2.45,2.44375,2.425,2.4,2.375,2.3625000000000003,2.35625,2.3249999999999997,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-07,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,1.8050000000000002,1.8450000000000002,1.9100000000000001,1.965,1.9600000000000002,1.935,1.9100000000000001,1.9000000000000001,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,1.9875000000000003,2.0562500000000004,2.075,2.075,2.0687500000000005,2.0500000000000003,2.0250000000000004,2.0,1.9875000000000003,1.9812500000000002,1.9500000000000002,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-08,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,2.1424999999999996,2.1824999999999997,2.2474999999999996,2.3024999999999998,2.2975,2.2725,2.2474999999999996,2.2375,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.294318181818182,2.3630681818181816,2.381818181818182,2.381818181818182,2.3755681818181817,2.3568181818181815,2.3318181818181816,2.3068181818181817,2.294318181818182,2.288068181818182,2.2568181818181814,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-09,1.14625,1.12,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,0.07875,0.07875,0.0825,0.08625000000000001,1.5225000000000002,1.5475,1.5825000000000002,1.6175000000000002,1.6425,1.6675000000000002,1.6725,1.6725,0.21375,0.21375,0.21000000000000002,0.21000000000000002,0.22125,0.22125,0.21749999999999997,0.2025,0.195,0.19875,0.19875,0.21000000000000002,0.23625000000000002,1.7176136363636365,1.7801136363636365,1.8176136363636366,1.8176136363636366,1.8238636363636365,1.8176136363636366,1.7863636363636366,1.7613636363636365,1.7238636363636366,1.7176136363636365,1.6926136363636366,0.24,0.22125,0.195,0.17250000000000001
2016-01-10,1.15375,1.1275,1.1125,1.10125,1.09375,1.08625,1.0825,1.07875,0.07875,0.07875,0.07875,0.0825,1.8825000000000003,1.8975000000000002,1.9175000000000002,1.9525000000000001,1.9825000000000002,2.0275000000000003,2.0525,2.0725000000000002,0.255,0.26249999999999996,0.27375,0.27749999999999997,0.28875,0.28875,0.27749999999999997,0.255,0.23625000000000002,0.23625000000000002,0.24,0.24375000000000002,0.27,2.0960227272727274,2.139772727272727,2.1647727272727275,2.1772727272727272,2.1647727272727275,2.1522727272727273,2.1335227272727275,2.1147727272727272,2.0897727272727273,2.0835227272727277,2.0522727272727277,0.25125000000000003,0.22499999999999998,0.1875,0.1575
2016-01-11,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,1.9925000000000002,2.0325,2.0975,2.1525000000000003,2.1475,2.1225,2.0975,2.0875000000000004,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.1579545454545457,2.2267045454545458,2.2454545454545456,2.2454545454545456,2.2392045454545455,2.2204545454545457,2.1954545454545453,2.1704545454545454,2.1579545454545457,2.1517045454545456,2.120454545454545,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-12,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,2.1612499999999994,2.2012499999999995,2.2662499999999994,2.3212499999999996,2.3162499999999997,2.29125,2.2662499999999994,2.2562499999999996,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.3113636363636356,2.380113636363636,2.398863636363636,2.398863636363636,2.392613636363636,2.373863636363636,2.3488636363636357,2.3238636363636362,2.3113636363636356,2.305113636363636,2.273863636363636,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-13,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,2.3487499999999994,2.3887499999999995,2.4537499999999994,2.5087499999999996,2.5037499999999997,2.47875,2.4537499999999994,2.4437499999999996,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.4818181818181815,2.550568181818181,2.5693181818181814,2.5693181818181814,2.5630681818181817,2.5443181818181815,2.5193181818181816,2.4943181818181817,2.4818181818181815,2.4755681818181814,2.4443181818181814,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-14,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,2.49875,2.53875,2.60375,2.65875,2.65375,2.62875,2.60375,2.59375,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.618181818181818,2.686931818181818,2.705681818181818,2.705681818181818,2.6994318181818184,2.680681818181818,2.6556818181818183,2.6306818181818183,2.618181818181818,2.6119318181818185,2.580681818181818,0.25125000000000003,0.22125,0.18375,0.15375
2016-01-15,1.12375,1.105,1.09375,1.08625,1.0825,1.07875,1.07875,1.075,0.07500000000000001,0.07875,0.0825,0.09,2.7425,2.7825,2.8475,2.9025000000000003,2.8975000000000004,2.8725000000000005,2.8475,2.8375000000000004,0.18375,0.18,0.17625,0.17625,0.18375,0.18375,0.17625,0.16875,0.165,0.17250000000000001,0.17625,0.19875,0.24,2.8397727272727273,2.908522727272728,2.9272727272727277,2.9272727272727277,2.921022727272727,2.902272727272728,2.877272727272728,2.8522727272727275,2.8397727272727273,2.8335227272727277,2.8022727272727277,0.25125000000000003,0.22125,0.18375,0.15375
