date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
2016-01-01,0.14025,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.085,0.085,0.08925,0.0935,0.102,2.6661249999999996,2.7101249999999997,2.781625,2.842125,2.836625,2.8091250000000003,2.781625,2.770625,0.20825,0.204,0.19974999999999998,0.19974999999999998,0.20825,0.20825,0.19974999999999998,0.19125,0.187,0.1955,0.19974999999999998,0.22525,0.272,2.856,2.9329999999999994,2.9539999999999997,2.9539999999999997,2.9469999999999996,2.9259999999999997,2.8979999999999997,2.8699999999999997,2.856,2.849,2.8139999999999996,0.28475,0.25075,0.20825,0.17425
2016-01-02,0.16575,0.136,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.08925,0.08925,0.0935,0.09775,1.75725,1.78475,1.82325,1.86175,1.8892499999999999,1.9167500000000002,1.92225,1.92225,0.24224999999999997,0.24224999999999997,0.23800000000000002,0.23800000000000002,0.25075,0.25075,0.24649999999999997,0.2295,0.221,0.22525,0.22525,0.23800000000000002,0.26775,2.000090909090909,2.0700909090909088,2.112090909090909,2.112090909090909,2.1190909090909087,2.112090909090909,2.077090909090909,2.049090909090909,2.007090909090909,2.000090909090909,1.9720909090909087,0.272,0.25075,0.221,0.1955
2016-01-03,0.17425,0.14450000000000002,0.1275,0.11475,0.10625,0.09775,0.0935,0.08925,0.08925,0.08925,0.08925,0.0935,1.9470000000000003,1.9635000000000002,1.9855000000000003,2.0240000000000005,2.0570000000000004,2.1065,2.1340000000000003,2.1560000000000006,0.28900000000000003,0.2975,0.31024999999999997,0.3145,0.32725,0.32725,0.3145,0.28900000000000003,0.26775,0.26775,0.272,0.27625,0.306,2.233,2.282,2.31,2.324,2.31,2.296,2.2750000000000004,2.254,2.2260000000000004,2.2190000000000003,2.1839999999999997,0.28475,0.255,0.2125,0.1785
2016-01-04,0.14025,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.085,0.085,0.08925,0.0935,0.102,2.129875,2.1738750000000002,2.245375,2.3058750000000003,2.3003750000000003,2.2728750000000004,2.245375,2.234375,0.20825,0.204,0.19974999999999998,0.19974999999999998,0.20825,0.20825,0.19974999999999998,0.19125,0.187,0.1955,0.19974999999999998,0.22525,0.272,2.3596363636363638,2.4366363636363637,2.457636363636363,2.457636363636363,2.4506363636363635,2.429636363636363,2.401636363636363,2.373636363636363,2.3596363636363638,2.3526363636363636,2.317636363636363,0.28475,0.25075,0.20825,0.17425
2016-01-05,0.14025,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.085,0.085,0.08925,0.0935,0.102,2.068,2.112,2.1835,2.244,2.2384999999999997,2.211,2.1835,2.1725,0.20825,0.204,0.19974999999999998,0.19974999999999998,0.20825,0.20825,0.19974999999999998,0.19125,0.187,0.1955,0.19974999999999998,0.22525,0.272,2.302363636363636,2.379363636363636,2.400363636363636,2.400363636363636,2.393363636363636,2.372363636363636,2.344363636363636,2.316363636363636,2.302363636363636,2.295363636363636,2.260363636363636,0.28475,0.25075,0.20825,0.17425
2016-01-06,0.14025,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.085,0.085,0.08925,0.0935,0.102,2.171125,2.215125,2.286625,2.347125,2.341625,2.3141249999999998,2.286625,2.275625,0.20825,0.204,0.19974999999999998,0.19974999999999998,0.20825,0.20825,0.19974999999999998,0.19125,0.187,0.1955,0.19974999999999998,0.22525,0.272,2.397818181818182,2.474818181818182,2.4958181818181817,2.4958181818181817,2.4888181818181816,2.4678181818181817,2.4398181818181817,2.4118181818181816,2.397818181818182,2.3908181818181817,2.3558181818181816,0.28475,0.25075,0.20825,0.17425
2016-01-07,0.14025,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.085,0.085,0.08925,0.0935,0.102,2.3155,2.3595,2.431,2.4915000000000003,2.4860000000000007,2.4585000000000004,2.431,2.4200000000000004,0.20825,0.204,0.19974999999999998,0.19974999999999998,0.20825,0.20825,0.19974999999999998,0.19125,0.187,0.1955,0.19974999999999998,0.22525,0.272,2.5314545454545456,2.6084545454545456,2.6294545454545455,2.6294545454545455,2.622454545454546,2.6014545454545455,2.5734545454545454,2.5454545454545454,2.5314545454545456,2.5244545454545455,2.4894545454545454,0.28475,0.25075,0.20825,0.17425
2016-01-08,0.14025,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.085,0.085,0.08925,0.0935,0.102,2.6042500000000004,2.6482500000000004,2.7197500000000003,2.7802500000000006,2.7747500000000005,2.7472500000000006,2.7197500000000003,2.7087500000000007,0.20825,0.204,0.19974999999999998,0.19974999999999998,0.20825,0.20825,0.19974999999999998,0.19125,0.187,0.1955,0.19974999999999998,0.22525,0.272,2.798727272727273,2.8757272727272727,2.896727272727273,2.896727272727273,2.889727272727273,2.868727272727273,2.840727272727273,2.812727272727273,2.798727272727273,2.791727272727273,2.756727272727273,0.28475,0.25075,0.20825,0.17425
2016-01-09,0.16575,0.136,0.11900000000000001,0.10625,0.09775,0.0935,0.08925,0.08925,0.08925,0.08925,0.0935,0.09775,2.1903750000000004,2.2178750000000007,2.2563750000000002,2.294875,2.322375,2.349875000000001,2.3553750000000004,2.3553750000000004,0.24224999999999997,0.24224999999999997,0.23800000000000002,0.23800000000000002,0.25075,0.25075,0.24649999999999997,0.2295,0.221,0.22525,0.22525,0.23800000000000002,0.26775,2.401,2.471,2.513,2.513,2.52,2.513,2.4779999999999998,2.4499999999999997,2.408,2.401,2.3729999999999998,0.272,0.25075,0.221,0.1955
2016-01-10,0.17425,0.14450000000000002,0.1275,0.11475,0.10625,0.09775,0.0935,0.08925,0.08925,0.08925,0.08925,0.0935,2.4832500000000004,2.49975,2.5217500000000004,2.5602500000000004,2.5932500000000007,2.6427500000000004,2.6702500000000002,2.6922500000000005,0.28900000000000003,0.2975,0.31024999999999997,0.3145,0.32725,0.32725,0.3145,0.28900000000000003,0.26775,0.26775,0.272,0.27625,0.306,2.729363636363636,2.778363636363636,2.8063636363636366,2.8203636363636364,2.8063636363636366,2.7923636363636364,2.7713636363636365,2.750363636363636,2.7223636363636365,2.7153636363636364,2.6803636363636363,0.28475,0.255,0.2125,0.1785
