date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
2016-01-01,175.558506,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,167.942509,11.716919,12.302765,12.888611,14.060303,343.501015,349.750039,359.904702,368.497110,367.715982,363.810342,359.904702,358.342446,28.706452,28.120606,27.534760,27.534760,28.706452,28.706452,27.534760,26.363068,25.777222,26.948914,27.534760,31.049836,37.494142,366.420020,377.160529,380.089759,380.089759,379.113349,376.184119,372.278479,368.372839,366.420020,365.443610,360.561560,39.251679,34.564912,28.706452,24.019684
2016-01-02,179.073582,174.972661,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,12.302765,12.302765,12.888611,13.474457,205.631933,209.537572,215.005468,220.473364,224.379003,228.284643,229.065771,229.065771,33.393220,33.393220,32.807374,32.807374,34.564912,34.564912,33.979066,31.635682,30.463990,31.049836,31.049836,32.807374,36.908296,239.042905,248.807005,254.665464,254.665464,255.641874,254.665464,249.783415,245.877775,240.019315,239.042905,235.137265,37.494142,34.564912,30.463990,26.948914
2016-01-03,180.245274,176.144352,173.800969,172.043431,170.871739,169.700047,169.114201,168.528355,12.302765,12.302765,12.302765,12.888611,247.226996,249.570380,252.694891,258.162787,262.849555,269.879706,273.785346,276.909858,39.837525,41.009217,42.766755,43.352601,45.110139,45.110139,43.352601,39.837525,36.908296,36.908296,37.494142,38.079988,42.180909,284.845408,291.680277,295.585917,297.538737,295.585917,293.633097,290.703867,287.774637,283.868998,282.892588,278.010538,39.251679,35.150758,29.292298,24.605530
2016-01-04,175.558506,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,167.942509,11.716919,12.302765,12.888611,14.060303,276.128730,282.377753,292.532417,301.124824,300.343696,296.438057,292.532417,290.970161,28.706452,28.120606,27.534760,27.534760,28.706452,28.706452,27.534760,26.363068,25.777222,26.948914,27.534760,31.049836,37.494142,305.172487,315.912997,318.842226,318.842226,317.865816,314.936587,311.030947,307.125307,305.172487,304.196077,299.314028,39.251679,34.564912,28.706452,24.019684
2016-01-05,175.558506,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,167.942509,11.716919,12.302765,12.888611,14.060303,276.128730,282.377753,292.532417,301.124824,300.343696,296.438057,292.532417,290.970161,28.706452,28.120606,27.534760,27.534760,28.706452,28.706452,27.534760,26.363068,25.777222,26.948914,27.534760,31.049836,37.494142,305.172487,315.912997,318.842226,318.842226,317.865816,314.936587,311.030947,307.125307,305.172487,304.196077,299.314028,39.251679,34.564912,28.706452,24.019684
2016-01-06,175.558506,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,167.942509,11.716919,12.302765,12.888611,14.060303,346.430245,352.679269,362.833932,371.426340,370.645212,366.739572,362.833932,361.271676,28.706452,28.120606,27.534760,27.534760,28.706452,28.706452,27.534760,26.363068,25.777222,26.948914,27.534760,31.049836,37.494142,369.082956,379.823465,382.752695,382.752695,381.776285,378.847055,374.941415,371.035776,369.082956,368.106546,363.224496,39.251679,34.564912,28.706452,24.019684
2016-01-07,175.558506,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,167.942509,11.716919,12.302765,12.888611,14.060303,281.987190,288.236213,298.390876,306.983284,306.202156,302.296516,298.390876,296.828621,28.706452,28.120606,27.534760,27.534760,28.706452,28.706452,27.534760,26.363068,25.777222,26.948914,27.534760,31.049836,37.494142,310.498360,321.238869,324.168099,324.168099,323.191689,320.262459,316.356819,312.451180,310.498360,309.521950,304.639900,39.251679,34.564912,28.706452,24.019684
2016-01-08,175.558506,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,167.942509,11.716919,12.302765,12.888611,14.060303,334.713326,340.962350,351.117013,359.709420,358.928292,355.022653,351.117013,349.554757,28.706452,28.120606,27.534760,27.534760,28.706452,28.706452,27.534760,26.363068,25.777222,26.948914,27.534760,31.049836,37.494142,358.431211,369.171720,372.100950,372.100950,371.124540,368.195310,364.289671,360.384031,358.431211,357.454801,352.572751,39.251679,34.564912,28.706452,24.019684
2016-01-09,179.073582,174.972661,172.629277,170.871739,169.700047,169.114201,168.528355,168.528355,12.302765,12.302765,12.888611,13.474457,237.853460,241.759100,247.226996,252.694891,256.600531,260.506171,261.287299,261.287299,33.393220,33.393220,32.807374,32.807374,34.564912,34.564912,33.979066,31.635682,30.463990,31.049836,31.049836,32.807374,36.908296,268.335203,278.099303,283.957762,283.957762,284.934172,283.957762,279.075713,275.170073,269.311613,268.335203,264.429564,37.494142,34.564912,30.463990,26.948914
2016-01-10,180.245274,176.144352,173.800969,172.043431,170.871739,169.700047,169.114201,168.528355,12.302765,12.302765,12.302765,12.888611,294.094673,296.438057,299.562568,305.030464,309.717232,316.747383,320.653023,323.777535,39.837525,41.009217,42.766755,43.352601,45.110139,45.110139,43.352601,39.837525,36.908296,36.908296,37.494142,38.079988,42.180909,327.452387,334.287256,338.192896,340.145716,338.192896,336.240076,333.310846,330.381617,326.475977,325.499567,320.617517,39.251679,35.150758,29.292298,24.605530
