date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
2016-01-01,121.098,123.374,123.246,124.114,122.561,120.586,119.686,124.938,116.833,121.056,119.888,122.618,121.149,134.809,152.02,161.435,172.778,194.2,207.532,208.979,206.257,201.071,208.805,202.435,204.779,199.537,201.428,205.933,206.828,204.207,209.111,203.745,195.56,206.143,195.254,197.187,202.296,206.296,206.199,202.921,205.502,198.773,213.816,203.024,203.476,187.893,177.353,158.681
2016-01-02,108.054,106.876,106.864,108.091,107.594,107.892,106.42,109.979,108.831,111.288,109.074,108.185,107.574,122.075,131.82,140.898,153.154,160.377,184.341,184.719,174.641,175.976,176.602,177.156,181.107,180.603,180.494,181.459,180.959,181.404,173.752,177.163,181.526,172.833,184.408,183.946,180.009,180.745,178.346,184.096,181.859,180.204,174.088,183.417,176.47,168.033,151.618,139.974
2016-01-03,111.15,104.26,107.221,105.47,105.861,108.247,105.834,105.022,105.976,111.674,107.329,106.12,108.779,116.226,131.522,145.88,155.443,166.019,170.798,182.862,179.177,183.582,185.444,175.319,180.396,175.042,181.842,178.164,182.051,176.85,176.655,175.211,178.254,184.634,170.939,172.885,177.414,175.996,173.883,184.481,176.342,183.736,176.165,170.631,181.194,170.491,154.501,142.493
2016-01-04,119.978,118.834,123.379,120.877,123.637,120.467,121.232,122.899,122.075,122.172,120.841,125.586,122.174,134.131,150.055,159.482,178.132,196.153,203.343,199.096,198.104,202.564,198.97,198.557,203.984,200.957,205.565,203.909,201.763,208.684,207.766,202.639,200.12,207.469,208.802,201.93,201.744,210.235,210.888,203.29,201.649,205.153,201.59,204.182,206.681,191.386,176.284,153.868
2016-01-05,116.831,125.099,122.916,123.786,121.645,125.264,123.961,120.583,124.775,117.026,116.996,122.788,124.247,133.704,149.821,163.942,176.644,194.164,207.148,203.876,199.845,203.66,202.985,198.266,197.881,202.337,199.875,201.429,206.255,208.208,204.58,203.849,201.91,205.985,203.607,201.134,197.701,205.869,197.122,207.164,205.377,205.203,202.905,207.355,201.007,187.343,167.979,155.953
2016-01-06,119.456,118.362,125.236,123.832,121.313,117.533,122.642,122.874,122.236,118.518,124.505,126.308,121.337,131.926,149.423,158.248,175.647,190.884,200.263,208.152,204.36,205.756,207.038,206.452,209.833,202.017,207.332,203.699,202.628,201.715,204.217,200.526,196.614,205.882,204.558,202.206,206.793,195.816,207.094,197.431,200.923,205.912,207.31,204.543,202.64,190.236,179.571,155.37
2016-01-07,122.699,120.051,123.789,123.757,123.999,122.952,120.28,120.63,120.852,123.823,122.26,121.383,123.26,132.077,144.673,161.117,183.13,190.582,202.262,207.237,194.531,202.579,203.94,208.158,206.056,203.105,201.796,201.305,199.292,201.474,202.353,202.86,205.845,211.593,204.721,206.36,206.361,203.041,199.468,201.18,209.09,203.371,193.697,203.074,204.83,187.793,170.08,156.005
2016-01-08,125.54,125.883,124.291,123.428,122.217,125.031,123.108,126.496,120.364,122.508,122.281,120.626,121.733,133.371,150.193,160.389,172.984,184.964,194.904,202.885,200.255,202.32,196.998,202.168,198.763,205.476,205.888,204.474,203.511,199.475,205.812,209.811,204.232,203.327,205.553,204.12,206.334,204.162,202.066,212.259,202.953,208.446,201.281,209.388,205.933,190.153,174.495,159.51
2016-01-09,107.022,109.523,107.647,107.0,107.514,110.09,108.239,105.371,105.99,108.629,105.288,109.056,107.258,118.595,131.825,144.711,151.009,162.839,178.75,178.684,181.509,181.135,175.202,169.672,176.062,181.364,182.971,174.339,180.926,177.047,177.092,172.314,178.237,181.266,180.904,177.559,177.861,180.1,182.175,175.134,178.793,182.482,178.006,178.85,178.569,163.901,148.138,141.464
2016-01-10,106.371,110.673,109.834,105.176,102.698,109.322,104.011,113.585,105.011,105.481,107.805,106.373,106.263,123.009,136.331,145.507,151.266,167.715,180.014,178.471,183.067,179.079,173.78,173.196,181.129,185.427,175.935,174.582,184.858,179.294,179.564,183.702,179.079,178.484,170.884,182.112,176.944,185.137,180.804,173.544,184.091,178.449,183.935,182.7,178.547,161.858,153.708,139.589
2016-01-11,119.81,121.326,123.054,121.511,121.442,122.866,121.589,117.063,121.618,124.054,124.139,119.513,123.303,144.119,148.972,159.419,171.771,190.636,199.733,199.353,204.865,205.635,206.024,206.184,198.559,199.114,207.383,204.933,203.753,197.531,198.991,208.776,196.904,206.966,204.458,202.833,201.082,203.161,205.907,211.595,203.288,199.35,207.661,207.05,202.066,185.28,167.667,155.583
2016-01-12,122.554,122.179,126.128,122.281,120.903,123.648,124.942,122.486,121.55,124.591,120.236,123.376,123.629,135.697,154.635,158.019,181.447,185.283,204.716,197.3,197.486,198.637,207.93,201.233,196.464,200.278,205.399,198.444,208.069,203.298,201.403,204.349,207.387,204.007,207.559,201.143,203.844,200.429,197.782,211.47,200.135,196.537,200.886,208.357,201.096,189.471,173.372,158.635
2016-01-13,123.496,122.801,123.525,119.219,119.049,123.97,123.134,120.59,127.467,118.103,120.95,122.177,119.186,129.477,146.731,164.039,175.61,190.898,200.736,199.584,206.241,200.767,206.595,206.805,204.575,202.209,208.31,201.341,203.541,192.749,197.671,200.963,205.063,205.707,199.448,201.428,198.806,204.056,204.406,199.277,204.774,200.686,199.684,198.578,200.216,193.446,173.875,156.788
2016-01-14,121.742,120.539,117.661,126.206,126.817,120.188,118.946,124.541,122.274,121.268,123.234,117.959,123.816,133.662,145.246,157.564,169.768,188.965,202.58,203.522,204.516,213.873,194.63,205.863,211.192,200.652,199.146,201.308,196.945,197.943,202.145,201.299,203.302,202.688,202.347,206.372,197.604,207.265,202.622,199.03,197.379,209.26,201.955,201.364,198.709,193.267,169.733,156.328
2016-01-15,118.181,123.176,122.135,122.987,122.62,119.291,115.066,125.152,123.31,120.78,122.808,121.319,125.051,134.154,149.011,168.72,179.199,184.56,207.125,202.75,202.733,205.259,198.986,204.739,205.123,199.592,203.383,204.229,199.02,202.935,205.232,197.371,201.904,199.687,196.539,199.673,206.091,203.415,201.048,200.166,204.888,201.453,206.754,206.355,209.133,186.441,168.861,156.145
2016-01-16,106.86,107.453,107.184,109.656,106.798,113.067,107.576,108.024,102.268,109.596,105.954,107.838,106.549,117.553,128.617,142.619,157.381,165.429,168.935,177.505,171.419,168.723,171.32,180.947,175.195,178.966,182.638,176.61,180.685,181.436,177.126,176.029,173.988,178.22,180.026,182.77,173.05,178.206,173.033,176.727,178.562,173.798,185.307,176.146,176.086,164.956,148.193,137.984
