date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
2016-01-01,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,2.831125,2.875125,2.946625,3.0071250000000003,3.0016250000000007,2.974125000000001,2.946625,2.9356250000000004,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.3640000000000003,2.4245,2.4410000000000003,2.4410000000000003,2.4355000000000007,2.4190000000000005,2.3970000000000002,2.3750000000000004,2.3640000000000003,2.3585000000000007,2.3310000000000004,0.402,0.354,0.294,0.24599999999999997
2016-01-02,0.23399999999999999,0.192,0.168,0.15,0.138,0.132,0.126,0.126,0.126,0.126,0.132,0.138,2.00475,2.03225,2.0707500000000003,2.1092500000000003,2.13675,2.16425,2.16975,2.16975,0.34199999999999997,0.34199999999999997,0.336,0.336,0.354,0.354,0.348,0.324,0.312,0.318,0.318,0.336,0.378,1.7515,1.8065000000000002,1.8395000000000001,1.8395000000000001,1.8450000000000002,1.8395000000000001,1.812,1.7900000000000003,1.7570000000000001,1.7515,1.7295,0.384,0.354,0.312,0.276
2016-01-03,0.24599999999999997,0.20400000000000001,0.18,0.162,0.15,0.138,0.132,0.126,0.126,0.126,0.126,0.132,1.9470000000000003,1.9635000000000002,1.9855000000000003,2.0240000000000005,2.0570000000000004,2.1065,2.1340000000000003,2.1560000000000006,0.40800000000000003,0.42,0.438,0.444,0.46199999999999997,0.46199999999999997,0.444,0.40800000000000003,0.378,0.378,0.384,0.39,0.432,1.7545000000000004,1.7930000000000004,1.8150000000000004,1.8260000000000003,1.8150000000000004,1.8040000000000003,1.7875000000000003,1.7710000000000004,1.7490000000000006,1.7435000000000003,1.7160000000000002,0.402,0.36,0.3,0.252
2016-01-04,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,2.0886250000000004,2.1326250000000004,2.2041250000000003,2.2646250000000006,2.259125,2.231625,2.2041250000000003,2.193125,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,1.824,1.8845000000000003,1.9010000000000002,1.9010000000000002,1.8955000000000004,1.8790000000000002,1.8570000000000002,1.8350000000000004,1.824,1.8185000000000002,1.7910000000000004,0.402,0.354,0.294,0.24599999999999997
2016-01-05,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,2.4804999999999997,2.5244999999999997,2.5959999999999996,2.6565,2.651,2.6235,2.5959999999999996,2.585,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.109,2.1695,2.186,2.186,2.1805,2.164,2.142,2.12,2.109,2.1035,2.076,0.402,0.354,0.294,0.24599999999999997
2016-01-06,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,2.294875,2.3388750000000003,2.410375,2.4708750000000004,2.4653750000000003,2.4378750000000005,2.410375,2.3993750000000005,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,1.9740000000000006,2.0345000000000004,2.051,2.051,2.0455000000000005,2.0290000000000004,2.007,1.9850000000000003,1.9740000000000006,1.9685000000000004,1.9410000000000003,0.402,0.354,0.294,0.24599999999999997
2016-01-07,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,2.43925,2.48325,2.55475,2.61525,2.6097500000000005,2.58225,2.55475,2.54375,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.079,2.1395000000000004,2.156,2.156,2.1505,2.134,2.112,2.09,2.079,2.0735,2.046,0.402,0.354,0.294,0.24599999999999997
2016-01-08,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.3055,3.3495,3.421,3.4815,3.476,3.4485,3.421,3.4099999999999997,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.709,2.7694999999999994,2.7859999999999996,2.7859999999999996,2.7805,2.764,2.7419999999999995,2.7199999999999998,2.709,2.7034999999999996,2.6759999999999997,0.402,0.354,0.294,0.24599999999999997
2016-01-09,0.23399999999999999,0.192,0.168,0.15,0.138,0.132,0.126,0.126,0.126,0.126,0.132,0.138,3.2834999999999996,3.311,3.3495,3.388,3.4154999999999998,3.443,3.4485,3.4485,0.34199999999999997,0.34199999999999997,0.336,0.336,0.354,0.354,0.348,0.324,0.312,0.318,0.318,0.336,0.378,2.6814999999999998,2.7365,2.7694999999999994,2.7694999999999994,2.775,2.7694999999999994,2.7419999999999995,2.7199999999999998,2.687,2.6814999999999998,2.6594999999999995,0.384,0.354,0.312,0.276
2016-01-10,0.24599999999999997,0.20400000000000001,0.18,0.162,0.15,0.138,0.132,0.126,0.126,0.126,0.126,0.132,2.7720000000000007,2.7885000000000004,2.8105,2.8490000000000006,2.882000000000001,2.9315000000000007,2.9590000000000005,2.9810000000000008,0.40800000000000003,0.42,0.438,0.444,0.46199999999999997,0.46199999999999997,0.444,0.40800000000000003,0.378,0.378,0.384,0.39,0.432,2.3545000000000003,2.3930000000000007,2.4150000000000005,2.4260000000000006,2.4150000000000005,2.404000000000001,2.3875000000000006,2.3710000000000004,2.3490000000000006,2.3435000000000006,2.3160000000000007,0.402,0.36,0.3,0.252
2016-01-11,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,2.728,2.7720000000000002,2.8435,2.9040000000000004,2.8985000000000003,2.8710000000000004,2.8435,2.8325000000000005,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.289,2.3495000000000004,2.3660000000000005,2.3660000000000005,2.3605000000000005,2.3440000000000007,2.3220000000000005,2.3000000000000007,2.289,2.2835000000000005,2.2560000000000007,0.402,0.354,0.294,0.24599999999999997
2016-01-12,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,2.893,2.937,3.0084999999999997,3.069,3.0635,3.036,3.0084999999999997,2.9975,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.4090000000000003,2.4695,2.4859999999999998,2.4859999999999998,2.4805,2.464,2.4419999999999997,2.42,2.4090000000000003,2.4034999999999997,2.376,0.402,0.354,0.294,0.24599999999999997
2016-01-13,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.3055,3.3495,3.421,3.4815,3.476,3.4485,3.421,3.4099999999999997,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.709,2.7694999999999994,2.7859999999999996,2.7859999999999996,2.7805,2.764,2.7419999999999995,2.7199999999999998,2.709,2.7034999999999996,2.6759999999999997,0.402,0.354,0.294,0.24599999999999997
2016-01-14,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.4705,3.5145,3.586,3.6465,3.6410000000000005,3.6135000000000006,3.586,3.575,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.829,2.8895,2.906,2.906,2.9005,2.884,2.862,2.84,2.829,2.8234999999999997,2.796,0.402,0.354,0.294,0.24599999999999997
2016-01-15,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.4498750000000005,3.4938750000000005,3.5653750000000004,3.6258750000000006,3.6203750000000006,3.5928750000000007,3.5653750000000004,3.5543750000000003,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.8140000000000005,2.8745000000000003,2.8910000000000005,2.8910000000000005,2.8855000000000004,2.8690000000000007,2.8470000000000004,2.8250000000000006,2.8140000000000005,2.808500000000001,2.7810000000000006,0.402,0.354,0.294,0.24599999999999997
2016-01-16,0.23399999999999999,0.192,0.168,0.15,0.138,0.132,0.126,0.126,0.126,0.126,0.132,0.138,3.592875,3.620375,3.6588749999999997,3.697375,3.724875,3.7523750000000002,3.757875,3.757875,0.34199999999999997,0.34199999999999997,0.336,0.336,0.354,0.354,0.348,0.324,0.312,0.318,0.318,0.336,0.378,2.9064999999999994,2.9615,2.9944999999999995,2.9944999999999995,3.0,2.9944999999999995,2.9669999999999996,2.945,2.912,2.9064999999999994,2.8845,0.384,0.354,0.312,0.276
2016-01-17,0.24599999999999997,0.20400000000000001,0.18,0.162,0.15,0.138,0.132,0.126,0.126,0.126,0.126,0.132,3.5145,3.531,3.553,3.5915,3.6245000000000003,3.674,3.7015000000000002,3.7235,0.40800000000000003,0.42,0.438,0.444,0.46199999999999997,0.46199999999999997,0.444,0.40800000000000003,0.378,0.378,0.384,0.39,0.432,2.8945000000000003,2.9330000000000003,2.9550000000000005,2.966,2.9550000000000005,2.944,2.9275,2.9110000000000005,2.8890000000000002,2.8835,2.856,0.402,0.36,0.3,0.252
2016-01-18,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.2023749999999995,3.2463749999999996,3.3178749999999995,3.3783749999999997,3.372875,3.345375,3.3178749999999995,3.306875,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.6340000000000003,2.6944999999999997,2.711,2.711,2.7055000000000002,2.689,2.667,2.645,2.6340000000000003,2.6285000000000003,2.601,0.402,0.354,0.294,0.24599999999999997
2016-01-19,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.0786249999999997,3.1226249999999998,3.1941249999999997,3.254625,3.2491250000000003,3.2216250000000004,3.1941249999999997,3.183125,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.544,2.6045000000000003,2.6210000000000004,2.6210000000000004,2.6155,2.599,2.5770000000000004,2.555,2.544,2.5385,2.511,0.402,0.354,0.294,0.24599999999999997
2016-01-20,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.0786249999999997,3.1226249999999998,3.1941249999999997,3.254625,3.2491250000000003,3.2216250000000004,3.1941249999999997,3.183125,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.544,2.6045000000000003,2.6210000000000004,2.6210000000000004,2.6155,2.599,2.5770000000000004,2.555,2.544,2.5385,2.511,0.402,0.354,0.294,0.24599999999999997
2016-01-21,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,3.0167500000000005,3.0607500000000005,3.1322500000000004,3.1927500000000006,3.1872500000000006,3.1597500000000007,3.1322500000000004,3.1212500000000007,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,2.4990000000000006,2.5595000000000003,2.5760000000000005,2.5760000000000005,2.5705000000000005,2.5540000000000007,2.5320000000000005,2.5100000000000007,2.4990000000000006,2.4935000000000005,2.4660000000000006,0.402,0.354,0.294,0.24599999999999997
2016-01-22,0.198,0.168,0.15,0.138,0.132,0.126,0.126,0.12,0.12,0.126,0.132,0.144,1.6967500000000004,1.7407500000000005,1.8122500000000004,1.8727500000000004,1.8672500000000003,1.8397500000000002,1.8122500000000004,1.8012500000000002,0.294,0.288,0.282,0.282,0.294,0.294,0.282,0.27,0.264,0.276,0.282,0.318,0.384,1.5390000000000004,1.5995000000000004,1.6160000000000003,1.6160000000000003,1.6105000000000005,1.5940000000000003,1.5720000000000003,1.5500000000000003,1.5390000000000004,1.5335000000000003,1.5060000000000002,0.402,0.354,0.294,0.24599999999999997
2016-01-23,0.23399999999999999,0.192,0.168,0.15,0.138,0.132,0.126,0.126,0.126,0.126,0.132,0.138,1.8191249999999999,1.846625,1.885125,1.923625,1.9511249999999998,1.978625,1.984125,1.984125,0.34199999999999997,0.34199999999999997,0.336,0.336,0.354,0.354,0.348,0.324,0.312,0.318,0.318,0.336,0.378,1.6165,1.6715000000000002,1.7045000000000001,1.7045000000000001,1.71,1.7045000000000001,1.677,1.655,1.622,1.6165,1.5945,0.384,0.354,0.312,0.276
