LCLid,stdorToU,High,Low,Normal,High_vs_Normal_pct,Low_vs_Normal_pct
MAC000002,Std,0.3141281725888324,0.2216684685285285,0.2388058226871808,31.5412534979596,-7.176271485264851
MAC000003,Std,0.2901928918781726,0.4823837852852853,0.397786098189295,-27.048005649489003,21.267130118693256
MAC000004,Std,0.0399517766497461,0.0358444444444444,0.0349903170181721,14.179521805982208,2.4410394047835737
MAC000006,Std,0.0748071065989847,0.058448048048048,0.0595516280920485,25.617231628589465,-1.8531484014084445
MAC000007,Std,0.2450152284263959,0.1731627627027027,0.1949183470018572,25.70147048500331,-11.16138354023044
MAC000009,Std,0.199730964467005,0.1675483482882883,0.1709983411081619,16.802866725279443,-2.017559233332777
MAC000010,Std,0.6614911162436549,0.49525044996997,0.5283231645533524,25.20577567384983,-6.259940279420128
MAC000011,Std,0.379876903680203,0.3000138135735736,0.2950834328160233,28.735422404092127,1.6708429580403417
MAC000012,Std,0.0459733502538071,0.0409003003003003,0.0466748905557766,-1.5030357728020305,-12.371941715804702
MAC000013,Std,0.123242385786802,0.0988504504504504,0.1001324446213025,23.079373776302425,-1.2802984843729326
MAC000018,Std,0.2297017767766497,0.2089039039039039,0.2121983553153392,8.248613159748297,-1.5525339046759123
MAC000019,Std,0.1364251269035533,0.1295609609609609,0.1317948139730751,3.51327399834116,-1.694947581602524
MAC000020,Std,0.1494035532994924,0.1107015015015015,0.1261951980035816,18.390838687262967,-12.27756423952072
MAC000021,Std,0.5076535531725888,0.4574678676276276,0.4597124950590264,10.428487071556924,-0.4882676576173028
MAC000022,Std,0.325381979822335,0.3093303303303303,0.246566653402308,31.96511991077269,25.455054875411157
MAC000023,Std,0.3507208120558376,0.2603759754954955,0.2859506566255472,22.65081542201424,-8.943739256224815
MAC000024,Std,0.4446916237309645,0.4937561562762763,0.4221872261904762,5.330430705720857,16.951941140329673
MAC000025,Std,0.1036941623096446,0.1114210212012012,0.1039201220460425,-0.2174359805868997,7.217946830196453
MAC000026,Std,0.273001269035533,0.2509320911658653,0.2469523461737572,10.548157677128357,1.6115437062128368
MAC000027,Std,0.2025647208121827,0.1797231231231231,0.1802590357517076,12.374239642111108,-0.2973013953779024
MAC000029,Std,0.0747817260152284,0.0661243242042042,0.0647714873763854,15.454699350462176,2.088630171416983
MAC000030,Std,0.2820621828680203,0.2313135133933934,0.2400315858725945,17.51044423700765,-3.632052193259505
MAC000032,Std,0.1691027922588832,0.3920642631831831,0.2617055310850245,-35.38432620900775,49.81122544781327
MAC000033,Std,0.1778375634517766,0.1502738739339339,0.1564274439647168,13.686933024290182,-3.9338174138873305
MAC000034,Std,0.3567373086294416,0.7643112978365385,0.4826903688710533,-26.09396589706122,58.34401246168595
MAC000035,Std,0.5655101520304568,0.4951831835435435,0.4571079791072495,23.714784663116404,8.329586482094786
MAC000326,Std,0.4420939083756345,0.3778342346546546,0.3458493732705445,27.828454391849267,9.248205680306263
MAC000327,Std,0.3111180210659898,0.3123543544144144,0.2959150189597983,5.137624362437965,5.5554244973451405
MAC000329,Std,0.2378895939086294,0.2048287259615384,0.2035573020095503,16.86615589818945,0.6246024777477377
MAC000330,Std,0.1262576142131979,0.1222324324324324,0.11534597784999,9.459919250412652,5.970259831164948
MAC000331,Std,0.2831763961928933,0.5182606610210211,0.3809945620332913,-25.67442572365393,36.02836173177071
MAC000332,Std,0.1783730963197969,0.1645417416816817,0.1640727550072954,8.715853714936216,0.2858406774271849
MAC000333,Std,0.1105926395939086,0.0876996996996997,0.0929554892205638,18.97375886161552,-5.654092689882207
MAC000334,Std,0.1149454314720812,0.1075285285285285,0.1108339968152866,3.7095428974257993,-2.982359548277336
MAC000335,Std,0.1567738246505718,0.1107945945945946,0.1290637352434009,21.470081704138224,-14.155130885025637
MAC000337,Std,0.0798388324873096,0.0613615615615615,0.0640524605385329,24.646003941222272,-4.201086038455292
MAC000338,Std,0.2649577042296072,0.2218193245090337,0.2279220343631594,16.249271365943073,-2.677542726914206
MAC000340,Std,0.2353032994923858,0.2066400240985577,0.1954560647257776,20.38679885554504,5.721981248558872
MAC000341,Std,0.2524885786802031,0.2236966969969969,0.2216273378166865,13.924834890649906,0.9337111570694612
MAC000343,Std,0.1215901015228426,0.1022018016816816,0.099913914312243,21.694863382950796,2.289858609971751
MAC000345,Std,0.2434898475888325,0.2136450452252252,0.1975693062806738,23.24275069474726,8.136759321163801
MAC000346,Std,0.2758667513959391,0.2130630630030029,0.1971721164621609,39.91164488457495,8.059428902002841
MAC000347,Std,0.1582715736040609,0.1132204204204204,0.1234729057504808,28.18324201740472,-8.303429216105995
MAC000348,Std,0.1231878173857868,0.0933933933933933,0.09842972739935,25.153061621300687,-5.116679827348447
MAC000349,Std,0.1723667517766497,0.1222594594594594,0.1193794681344916,44.38559198677541,2.4124678807608824
MAC000350,Std,0.1753350253807106,0.1997561563963964,0.1883521454340473,-6.911054834729635,6.054622280021893
MAC000351,Std,0.163455470610687,0.113245045045045,0.119698328482356,36.55618477143639,-5.391289518518427
MAC000353,Std,0.1458870558375634,0.1311538461538461,0.1265511774593698,15.279097963668953,3.637001872980639
MAC000355,Std,0.2382385788071065,0.2284372374174174,0.2085521585449963,14.23453033007338,9.5348228525435
MAC000357,Std,0.3195989850253807,0.2049411412012012,0.2210309701505405,44.59466237138949,-7.279445472451574
MAC000359,Std,0.3723591370558375,0.2554426422222222,0.2752543272299224,35.27821371716444,-7.197592570870381
MAC000360,Std,0.2387499998730964,0.1922624624624624,0.2024515850842287,17.929429781330697,-5.032868780714706
MAC000361,Std,0.1954587628865979,0.1256820135052179,0.1380679798182783,41.567047728123455,-8.970918767235158
MAC000362,Std,0.0972043147208121,0.0815471471471471,0.0833075341490914,16.68130105357626,-2.113118603167108
MAC001144,Std,0.2115875635786802,0.1670282282282282,0.1725489519169541,22.62465881596021,-3.1995115747691982
MAC001145,Std,1.7289822319796957,1.6064432413213212,1.3483673390554525,28.227833906958068,19.13988086114977
MAC001146,Std,0.2068362944162436,0.1815303302702703,0.1848139010478843,11.915983182809107,-1.7766903674433343
MAC001148,Std,0.1804796953045685,0.1408324321321321,0.1372975859265154,31.45147024009953,2.574587296464625
MAC001149,Std,0.1255215736040609,0.0998504221954161,0.1055021555946143,18.975363959737468,-5.356983814543659
MAC001151,Std,0.2069352791878172,0.152956156096096,0.1607900391206313,28.69906638468187,-4.872119608515013
MAC001152,Std,0.311972082106599,0.2035456727764423,0.1996681920944422,56.245258112537776,1.9419621329400671
MAC001153,Std,0.1231104060913705,0.1121711711711711,0.1141734314895874,7.827543137825477,-1.753700744817266
MAC001154,Std,0.1951954314720812,0.1556684685285285,0.1621868948467966,20.35216017697654,-4.019083246168254
MAC001157,Std,0.2161537481575603,0.1765969969369369,0.182428770380687,18.486655206027525,-3.1967399832715797
MAC001159,Std,0.1081027918781726,0.103051051051051,0.0951064605996285,13.665035158079265,8.353365692859715
MAC001160,Std,1.0469492402284264,0.9073981993393392,0.809961533399655,29.25913108911009,12.029789307488835
MAC001161,Std,0.1421875,0.1317979115479115,0.1307782955159373,8.724081040398834,0.7796523329438365
MAC001162,Std,0.2300279189086294,0.1555771771171171,0.173772700139285,32.37287486714189,-10.47087546408817
MAC001163,Std,0.1935741690537084,0.1441015623798077,0.1435884852779068,34.81176340780896,0.3573246844325917
MAC001164,Std,0.3082690354060913,0.2200228228828828,0.2471147291199681,24.747333557941943,-10.963290749024036
MAC001167,Std,0.2723324875634518,0.1922186184984985,0.1989641814804988,36.87513276863057,-3.390340377753598
MAC001168,Std,0.2573616753807106,0.2265003003003003,0.2392016711254062,7.591921983598393,-5.309900539301394
MAC001170,Std,0.1601230963197969,0.1395315316516516,0.1210945686053451,32.229792107066515,15.225260107572392
MAC001171,Std,0.3668236044416244,0.2614222221021021,0.2632127081315911,39.36394144701924,-0.6802430027785467
MAC001172,Std,0.1386294416243654,0.0952498498498498,0.1050313101227197,31.988681720135936,-9.31289942155451
MAC001173,Std,0.1120101522842639,0.1161285285285285,0.125607801519172,-10.82548143542873,-7.546723114325571
MAC001174,Std,0.3337525378172589,0.2785135134534534,0.2715286197055117,22.91615453989071,2.572433710861577
MAC001176,Std,0.0911510152284263,0.0761033033033033,0.0814680681742821,11.88557341685068,-6.585113641705775
MAC001177,Std,0.1238778625954198,0.1097711711711711,0.1131932801264138,9.439237432711112,-3.0232439164417424
MAC001178,Std,0.1242690355329949,0.122784984984985,0.1167176868492605,6.469755259532195,5.198267974210524
MAC001180,Std,0.083246192893401,0.0844048049249249,0.0708583841469885,17.482488340003876,19.117597643541597
MAC001181,Std,0.0538134517766497,0.049649639483173,0.051005438033026,5.5053222791763945,-2.658145096166231
MAC001183,Std,0.3344746192893401,0.3032288291891892,0.3098150408913058,7.959451654474625,-2.125852793708382
MAC001981,Std,0.4443121836294416,0.3110642641441441,0.3313378656828281,34.09641023485002,-6.118709522349263
MAC001982,Std,0.5510634517766497,0.4394771080722892,0.3786705350023211,45.52583336680047,16.057909831720952
MAC001983,Std,0.2698972079949239,0.1965957956756756,0.2108229324292061,28.02080157269169,-6.748381966609784
MAC001985,Std,0.1749822333756345,0.1156114115315315,0.1177351771189813,48.62357848988519,-1.803849655998324
MAC001986,Std,0.4240101526649746,0.3598846844444444,0.3814496618517045,11.157564174173086,-5.653426798853434
MAC001988,Std,0.2257779185279188,0.165021021081081,0.1890303110632088,19.44006083364169,-12.70129105067147
MAC001989,Std,0.5350101517766497,0.5118222224624625,0.4271632504411277,25.247233048289957,19.81888000288139
MAC001990,Std,0.109736040609137,0.1042396396396396,0.1011863226319978,8.449479884977595,3.017519490995157
MAC001991,Std,0.5950799496192893,0.3994294290690691,0.4125894954837854,44.23051389651189,-3.189627113333393
MAC001992,Std,0.1926510152284264,0.1233822115384615,0.1361389810335677,41.51054588907533,-9.3704017749044
MAC001994,Std,0.2669733498730964,0.2095285286486486,0.2048874294859038,30.30245464203265,2.265194684900917
MAC001995,Std,0.3510342638324873,0.2808642643243243,0.2403156463620083,46.07216348439247,16.8730661428653
MAC001996,Std,0.1844561626429479,0.1511519518318318,0.1518420319384574,21.47898726599573,-0.4544723867402567
MAC001997,Std,0.141352791751269,0.0805927928528528,0.0968371136622894,45.969645733374456,-16.774891562843507
MAC001999,Std,0.147734771573604,0.1225885885285285,0.1171511774660033,26.10609194813765,4.641362707688623
MAC002000,Std,0.0933464467005076,0.0759423423423423,0.0792451916633505,17.79446139402627,-4.167886090855067
MAC002001,Std,0.2056256345177664,0.1873009009009009,0.1939909145036143,5.997559238237105,-3.4486221273980155
MAC002002,Std,0.9810051550257732,0.8620414402402402,0.7250639386151091,35.299123674460844,18.891782411184543
MAC002003,Std,0.1265558375634517,0.0932366366966967,0.0962070338686131,31.545306485890645,-3.087505198396423
MAC002007,Std,0.424968273857868,0.2406552549549549,0.2263049273360302,87.78569201317097,6.34114678272848
MAC002008,Std,0.1071522842639594,0.0725231231231231,0.0806441127562189,32.87056004679807,-10.070158075450497
MAC002009,Std,0.1806002538071066,0.1438942939339339,0.1477721997745208,22.215311190248663,-2.624245863906771
MAC002010,Std,0.1512703044416243,0.1164942942942943,0.1185899714731047,27.55741700800669,-1.7671622252525054
MAC002012,Std,0.5086497454314721,0.3858762760960961,0.4021736966573816,26.47513988583874,-4.052333779344497
MAC002015,Std,0.2083477157360406,0.1605558894230769,0.1659047713982347,25.58271469837752,-3.2240675961744847
MAC002016,Std,0.1760954199745547,0.1139249249849849,0.1244870535254282,41.456814172716136,-8.484519667971568
MAC002020,Std,0.2453210658629441,0.1832402402402402,0.1949774491211779,25.82022534845956,-6.019777637793933
MAC002021,Std,0.088730964467005,0.0787237237237237,0.0781409431717185,13.552461571924557,0.7458069078133622
MAC002023,Std,0.3955532996192893,0.2450648652252252,0.2693720806573957,46.84272351238165,-9.023658046835935
MAC002025,Std,0.2333045685279187,0.1868204203603603,0.1863495390594945,25.19728769140297,0.2526871293818677
MAC002534,ToU,0.1650672587563452,0.1432114114714714,0.1476075739554317,11.82844777747325,-2.9782770396915126
MAC002536,ToU,0.2217740259740259,0.2289411763480392,0.1852615609754474,19.70860269466124,23.57726834568808
MAC002552,ToU,0.1693312182741116,0.201736778545673,0.1707280625721297,-0.8181691263719149,18.162635659525893
MAC002560,ToU,0.0828819796954314,0.0819849849849849,0.0735064668037408,12.75467764859779,11.534384047979708
MAC002566,ToU,0.1128236040609137,0.0717555555555555,0.0819452673663234,37.681659584504686,-12.434777673268693
MAC002568,ToU,0.1334073604060913,0.1160066066066066,0.1185851296677057,12.499232222387246,-2.174406747561519
MAC002574,ToU,0.1647157360406091,0.1343687687087087,0.1359175620175089,21.187971293503917,-1.1395093362554176
MAC002578,ToU,0.1626357868020304,0.0990534534534534,0.1098342728297632,48.073804844237,-9.81553307410652
MAC002585,ToU,0.1164073604060913,0.1044636636636636,0.1043628400796284,11.541004745820494,0.0966087009114824
MAC002586,ToU,0.1507131979695431,0.1351824774018127,0.1413179732761486,6.648287175075263,-4.341624587515591
MAC002589,ToU,0.2024771574873096,0.1893933933933933,0.1669652450354845,21.26904461121708,13.432824509760868
MAC002593,ToU,0.0490558375634517,0.0450522522522522,0.0461467232687715,6.304053871250437,-2.371719894703661
MAC002596,ToU,0.4139936550761421,0.2458318317717717,0.2710117405545237,52.758568403368656,-9.291076737572611
MAC002602,ToU,0.1900979643765903,0.2327585585585585,0.1845506236597664,3.0058639774909857,26.121794628918327
MAC002604,ToU,0.4793502535532995,0.3518252254054054,0.3447677411327762,39.03570327616386,2.0470257018365245
MAC002609,ToU,0.107980964467005,0.2151297295495495,0.1104470455136282,-2.2328175780119475,94.7808821404864
MAC002614,ToU,0.3578134517766497,0.2765411411411411,0.2991096299708184,19.62618917069257,-7.545223078200147
MAC002618,ToU,0.212997461928934,0.1691741741741741,0.1768773640918441,20.420983783054545,-4.355102167663516
MAC002622,ToU,0.2095895808132147,0.2329021016216216,0.1784967501392757,17.419269902492985,30.479743435045712
MAC002625,ToU,0.2872258884517766,0.2119483482882883,0.2312889271876866,24.18488508907228,-8.362085956542042
MAC002633,ToU,0.5237030458121827,0.5106090097297298,0.3933201353296193,33.14930988043543,29.82020595050832
MAC002645,ToU,0.4136154824873096,0.3402924924324324,0.3382415438851306,22.28405704882206,0.6063561926024974
MAC002665,ToU,0.1172131978426395,0.0821369369969969,0.0823595542879883,42.3188831653676,-0.2702992906116197
MAC002668,ToU,0.2337153747141042,0.2447807807207207,0.2288497148030242,2.126137633716474,6.961365860302093
MAC002672,ToU,0.5685786800761421,0.5946546551351352,0.4242337489121783,34.02485811986755,40.17146364709332
MAC002673,ToU,0.0882677664974619,0.0910762762762762,0.0797981827828624,10.613755124782664,14.133271084759505
MAC002675,ToU,0.1027931472081218,0.0925177177177177,0.0865961921255141,18.704003819396032,6.83809004398348
MAC002677,ToU,0.098996192893401,0.1156084083483483,0.1041594558792302,-4.957075612814165,10.991755258776292
MAC002678,ToU,0.0922081218274111,0.0890222222222222,0.0823876251740831,11.919868587761218,8.05290483142378
MAC002679,ToU,0.3199746194162436,0.2695669670870871,0.2843690144382544,12.52091584180679,-5.205225112309586
MAC002680,ToU,0.23523730964467,0.2084930931531531,0.2140891969162411,9.878178363527024,-2.6139122588597408
MAC002686,ToU,0.2069314719543147,0.2436396396396396,0.2072957952248308,-0.1757504391833086,17.532359677334817
MAC002840,Std,0.413637055964467,0.3411933938738739,0.3603023809577502,14.802753971523398,-5.3035972266075815
MAC002841,Std,0.0837588832487309,0.0600552552552552,0.0677607109762568,23.60980580336573,-11.371568583011936
MAC002843,Std,0.1294378172588832,0.1068558558558558,0.1243081464906461,4.12657650608852,-14.039538942126804
MAC002846,Std,0.1835063453045685,0.1781706729567307,0.1786894066083706,2.69570467977156,-0.2902990510101899
MAC002847,Std,0.0772235649546827,0.0821593625498008,0.0615739527350364,25.41596165993985,33.43200964106852
MAC002849,Std,0.971203045431472,0.9775699697897898,0.9584311863898654,1.3325796596534545,1.996886544564025
MAC002850,Std,0.1021586294416243,0.0720918918918919,0.0838629791749569,21.81612249726863,-14.03609482857494
MAC002851,Std,0.6639987318527919,0.4636612615015015,0.4702445446773231,41.202856974857816,-1.3999701326336431
MAC002852,Std,0.8367423876903554,0.7538516513513513,0.5712584067719042,46.473535928978514,31.963336104102915
MAC002853,Std,0.3909238576142132,0.2774546545345345,0.2884127595264938,35.54319103496621,-3.7994522190869406
MAC002854,Std,0.1645913708121827,0.1216888889489489,0.1230672547721695,33.74099480555201,-1.1200102137423285
MAC002856,Std,0.39822335,0.3254042046846847,0.3081187083294648,29.243482863815014,5.610011949270155
MAC002857,Std,0.1222007623888182,0.1057794471153846,0.1079194243517474,13.233334149858788,-1.9829398175697288
MAC002858,Std,0.0387703045685279,0.0318516516516516,0.0321676614935667,20.52571672417529,-0.9823836338812896
MAC002859,Std,0.3240697972081218,0.2045243243243243,0.222718397559358,45.50652337634213,-8.169093094424163
MAC002860,Std,0.141741116751269,0.1402636636636636,0.1333454038930892,6.296214652370846,5.188225142068759
MAC002862,Std,0.4627880715736041,0.4503981981381381,0.3663439218913721,26.32612250922768,22.94408920797919
MAC002863,Std,0.0500659898477157,0.0435465465465465,0.044284302672591,13.05583881013257,-1.6659540322876087
MAC002865,Std,0.6051738585025381,0.4822972975375375,0.507306360529283,19.291596870803662,-4.929775168924167
