date,location_id,temperature_max_c,temperature_min_c,temperature_mean_c,wind_speed_mean_ms,cloud_cover_pct,precipitation_mm
2016-01-01,C4,7.2,-0.8,3.9,5.2,82,2.9
2016-01-02,C4,9.0,6.9,8.2,5.99,98,5.7
2016-01-03,C4,8.3,4.8,6.6,5.35,80,10.7
2016-01-04,C4,7.8,4.8,6.0,4.32,87,3.4
2016-01-05,C4,7.5,3.1,5.5,2.69,67,0.5
2016-01-06,C4,6.9,2.2,4.5,2.27,88,1.4
2016-01-07,C4,8.3,2.3,5.6,6.81,56,11.1
2016-01-08,C4,7.8,1.5,4.0,4.15,39,0.7
2016-01-09,C4,8.0,4.4,6.5,6.1,92,12.4
2016-01-10,C4,5.9,2.6,4.3,5.54,83,0.2
2016-01-11,C4,4.8,2.6,3.8,2.9,91,4.2
2016-01-12,C4,5.4,2.6,3.8,7.05,53,0.2
2016-01-13,C4,4.8,0.3,2.7,4.91,71,0.9
2016-01-14,C4,3.3,-0.1,1.7,6.12,38,0.8
2016-01-15,C4,3.4,-0.7,0.7,4.78,36,0.0
2016-01-16,C4,2.5,-2.7,0.2,2.52,60,0.6
2016-01-17,C4,3.3,0.6,1.8,3.72,100,3.3
2016-01-18,C4,4.1,-1.1,2.7,4.5,100,1.6
2016-01-19,C4,1.7,-4.3,-1.7,0.98,41,0.0
2016-01-20,C4,2.4,-3.8,-1.5,1.86,20,0.0
2016-01-21,C4,5.4,-2.2,2.3,4.42,91,0.0
2016-01-22,C4,10.8,4.6,6.9,6.44,70,6.8
2016-01-23,C4,9.9,4.1,6.9,5.25,79,2.5
2016-01-24,C4,11.5,8.5,10.8,5.44,100,0.0
2016-01-25,C4,12.4,6.2,9.7,6.78,82,0.0
2016-01-26,C4,10.6,5.2,8.2,8.34,99,3.3
2016-01-27,C4,12.0,5.5,10.1,8.07,100,1.0
2016-01-28,C4,8.1,1.4,5.0,6.03,49,0.0
2016-01-29,C4,10.5,8.5,9.6,9.44,100,1.1
2016-01-30,C4,9.4,3.1,5.5,6.53,78,3.9
2016-01-31,C4,12.0,1.9,7.1,6.29,99,0.1
2016-02-01,C4,12.0,8.1,10.0,9.71,82,0.0
2016-02-02,C4,7.7,3.5,6.2,7.39,41,0.0
2016-02-03,C4,6.8,1.3,3.5,5.8,41,0.5
2016-02-04,C4,11.1,2.2,7.8,5.8,99,0.5
2016-02-05,C4,9.8,6.9,8.5,6.88,100,0.5
2016-02-06,C4,9.3,6.1,8.5,8.6,100,20.0
2016-02-07,C4,8.9,3.2,5.5,7.65,74,4.5
2016-02-08,C4,8.0,4.7,6.1,10.66,64,3.9
2016-02-09,C4,5.8,2.3,3.6,5.83,74,0.6
2016-02-10,C4,6.7,-0.1,3.3,4.43,42,0.0
2016-02-11,C4,6.1,-2.9,1.3,2.12,58,0.0
2016-02-12,C4,6.6,0.8,3.0,3.53,52,0.2
2016-02-13,C4,4.5,1.2,2.4,5.33,96,3.0
2016-02-14,C4,4.9,-0.3,2.3,5.02,74,0.0
2016-02-15,C4,4.6,-1.5,0.8,4.61,38,0.0
2016-02-16,C4,5.2,-4.3,0.5,3.72,47,0.0
2016-02-17,C4,4.6,1.7,3.7,5.39,100,12.6
2016-02-18,C4,6.2,-0.2,2.5,3.22,46,0.5
2016-02-19,C4,7.9,-1.1,3.6,5.23,66,0.6
2016-02-20,C4,10.5,5.9,8.5,8.07,100,0.8
2016-02-21,C4,10.7,9.5,10.0,8.97,100,0.0
2016-02-22,C4,9.5,2.2,6.3,4.37,85,0.9
2016-02-23,C4,6.8,0.1,2.7,2.66,31,0.1
2016-02-24,C4,4.8,-2.6,0.5,2.07,28,0.0
2016-02-25,C4,4.0,-3.5,0.4,2.31,61,0.0
2016-02-26,C4,6.0,-0.4,2.3,3.55,100,0.0
2016-02-27,C4,4.9,-1.2,1.8,4.86,100,0.0
2016-02-28,C4,5.9,0.2,2.5,5.09,73,0.0
2016-02-29,C4,6.1,-3.5,1.8,2.25,89,0.4
2016-03-01,C4,11.6,2.8,7.6,7.1,96,3.8
2016-03-02,C4,6.0,2.5,4.2,7.89,71,4.4
2016-03-03,C4,7.0,2.2,4.8,5.46,90,2.7
2016-03-04,C4,5.4,-2.1,2.4,3.88,33,2.7
2016-03-05,C4,5.4,-2.6,1.4,4.56,47,1.3
2016-03-06,C4,4.9,-1.4,1.5,3.25,43,0.8
2016-03-07,C4,5.4,-3.0,0.9,3.74,22,0.0
2016-03-08,C4,6.3,-4.2,2.0,3.79,83,0.1
2016-03-09,C4,6.2,1.7,3.6,7.56,100,35.8
2016-03-10,C4,7.3,2.7,4.7,3.96,97,0.2
2016-03-11,C4,8.6,0.8,4.9,1.17,88,0.0
2016-03-12,C4,10.0,2.7,6.3,1.27,97,0.0
2016-03-13,C4,9.0,1.5,5.0,2.84,33,0.0
2016-03-14,C4,8.8,0.8,4.0,5.36,34,0.0
2016-03-15,C4,8.8,1.5,5.1,4.35,76,0.0
2016-03-16,C4,7.8,3.9,5.7,5.48,87,0.0
2016-03-17,C4,9.0,1.2,4.9,3.69,31,0.0
2016-03-18,C4,6.8,-1.8,3.0,3.3,83,0.0
2016-03-19,C4,7.3,3.2,5.2,4.58,95,0.0
2016-03-20,C4,7.9,2.6,5.3,3.12,88,0.0
2016-03-21,C4,9.5,3.1,6.2,2.7,73,0.0
2016-03-22,C4,9.4,1.1,5.6,1.69,74,0.0
2016-03-23,C4,9.1,3.3,6.3,2.0,77,0.0
2016-03-24,C4,8.3,3.1,6.3,4.92,100,5.4
2016-03-25,C4,11.6,4.7,8.0,3.71,68,2.1
2016-03-26,C4,11.3,5.8,7.9,7.85,99,4.6
2016-03-27,C4,9.9,3.7,6.4,6.43,62,6.9
2016-03-28,C4,9.3,3.6,6.8,7.83,90,14.9
2016-03-29,C4,9.2,3.3,5.2,5.76,70,2.8
2016-03-30,C4,10.1,3.3,6.1,3.88,86,0.2
2016-03-31,C4,10.0,-1.3,5.2,2.65,30,0.2
2016-04-01,C4,9.9,-0.0,5.4,4.49,82,0.0
2016-04-02,C4,11.8,6.5,8.5,4.33,75,1.3
2016-04-03,C4,13.6,5.7,9.0,3.37,99,3.1
2016-04-04,C4,11.3,5.6,8.5,2.99,73,5.3
2016-04-05,C4,11.4,2.3,7.2,3.41,38,0.0
2016-04-06,C4,9.5,4.0,6.6,6.82,46,2.4
2016-04-07,C4,10.5,2.9,5.7,5.74,70,6.4
2016-04-08,C4,11.2,4.5,7.3,2.84,74,1.7
2016-04-09,C4,8.8,2.5,5.9,3.65,68,5.1
2016-04-10,C4,10.5,-0.6,5.4,5.46,55,3.0
2016-04-11,C4,11.5,6.3,8.7,3.19,99,8.9
2016-04-12,C4,12.9,4.1,8.4,2.05,90,0.2
2016-04-13,C4,13.8,1.5,7.7,1.77,58,0.2
2016-04-14,C4,14.1,4.0,9.4,1.86,71,3.1
2016-04-15,C4,10.0,5.5,7.5,2.98,93,4.8
2016-04-16,C4,8.0,1.7,4.5,3.55,64,2.7
2016-04-17,C4,9.4,-2.4,4.3,2.36,33,0.3
2016-04-18,C4,10.8,0.9,6.6,3.97,56,0.0
2016-04-19,C4,12.3,3.3,8.1,2.38,33,0.0
2016-04-20,C4,13.2,2.0,7.8,4.4,26,0.0
2016-04-21,C4,14.5,3.4,8.8,4.91,87,0.0
2016-04-22,C4,9.2,4.8,7.1,4.9,100,3.1
2016-04-23,C4,8.7,0.4,5.0,3.99,61,0.1
2016-04-24,C4,8.7,2.5,5.5,4.09,87,0.0
2016-04-25,C4,10.1,3.6,6.7,5.27,64,2.0
2016-04-26,C4,8.2,0.5,4.0,5.16,37,0.5
2016-04-27,C4,8.3,-0.3,3.8,2.94,36,2.9
2016-04-28,C4,9.0,-2.0,4.3,4.62,65,1.5
2016-04-29,C4,9.2,1.6,5.4,5.54,32,1.0
